ne_ccor,codigo_ug,tabela,schema,formato_ne
110794000012026NE000324,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000325,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000326,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000327,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000328,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000329,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000330,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000331,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000332,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000333,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000334,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000335,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000336,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000337,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000338,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000339,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000340,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000341,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000342,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000343,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000344,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000345,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000346,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000347,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000348,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000349,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000350,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000351,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000352,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000353,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000354,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000355,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000356,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000357,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000358,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000359,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000360,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000361,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000362,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000363,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000364,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000365,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000366,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000367,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000368,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000369,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000370,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000371,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000372,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000373,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000374,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000375,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000376,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000377,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000378,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000379,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000380,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000381,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000382,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000383,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000384,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000385,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000386,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000387,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000388,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000389,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000390,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000391,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000392,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000393,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000394,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000395,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000396,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000397,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000398,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000399,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000400,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000401,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000402,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000403,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000404,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000405,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000406,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000407,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000408,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000409,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000410,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000411,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000412,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000413,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000414,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000415,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000416,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000417,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000418,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000419,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000420,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000421,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000422,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000423,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000424,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000425,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000426,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000427,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000428,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000429,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000430,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000431,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000432,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
